idcentro,latitud,localidad,longitud,naturaleza,nombre,tipo
22000779,42.03662916,Barbastro,0.12376610,Concertado,San José De Calasanz,Centro Privado con varias Enseñanzas de Régimen General
50005525,41.62701737,Zaragoza,-0.90980849,Privado,Misioneras Del Sagrado Corazón,Centro Privado con varias Enseñanzas de Régimen General
50011136,41.44353637,Sabiñan,-1.56307054,Público,C.R.A. El Enebro,Colegio Público
44010100,41.05005552,Alcañiz,-0.13918565,Público,C.P. Juan Sobrarias,Colegio Público
22006095,42.51246474,Castejon De Sos,0.48554453,Público,Sección Del  I.E.S. Baltasar Gracián,Instituto de Educación Secundaria (IES)
22010335,42.72431256,Panticosa,-0.28585876,Público,TRIAMOLETA,Escuela de Educación Infantil
44004771,41.03025149,Muniesa,-0.80865878,Público,C.R.A. De Muniesa,Colegio Público
22003239,41.91700854,Monzon,0.18270355,Concertado,Santo Domingo Savio,Centro Privado de Educación Secundaria
50011045,41.90392626,Tarazona,-1.72367769,Público,E.O.I. De Tarazona,Escuela Oficial de Idiomas (EOI)
50011598,41.65143163,Zaragoza,-0.87720019,Privado,Santa María,Escuela Privada de Música y/o Danza
50009786,41.72480785,Casetas,-1.03426494,Público,Antonio Martínez Garay,Colegio Público
50018325,42.12609374,Ejea De Los Caballeros,-1.14035865,Público,Gloria Fuertes,Escuela de Educación Infantil
50011288,41.55981397,Cadrete,-0.96464203,Público,Castillo Qadrit,Colegio Público
50011185,41.21572360,Ibdes,-1.83371179,Público,C.R.A. Mesa-Piedra-Alto Campillo,Colegio Público
50005495,41.62786686,Zaragoza,-0.91010010,Privado,Sansueña,Centro Privado con varias Enseñanzas de Régimen General
50018453,41.63237635,Zaragoza,-0.92779556,Privado,LAS TORRES DE MONTECANAL,Centro Privado de Educación Infantil
50005999,41.64094206,Zaragoza,-0.93135591,Público,Jerónimo Blancas Y Tomás,Colegio Público
50005768,41.67065283,Zaragoza,-0.82897536,Público,Guillermo Fatás,Colegio Público
50011811,41.66953948,Zaragoza,-0.83931091,Privado,CHIQUITINES II,Centro Privado de Educación Infantil
50019597,41.61521900,Zaragoza,-0.87601780,Público,CIP Parque Venecia,Infantil y Primaria
50019020,41.62489424,Zaragoza,-0.92661211,Público,IES Valdespartera,Instituto de Educación Secundaria
50019615,41.62540000,Zaragoza,-0.92880000,Público,C.P.I. Valdespartera IV,Infantil y Primaria
50019101,41.75727540,Villanueva de Gállego,-0.83412110,Público,Gallicum,Sección de Instituto de Educación Secundaria
